customer_id,Recency,Frequency,Monetary
KT-6480,85,7,2119.74
KW-16435,27,23,15319.9656
KW-16570,23,34,9256.0553
KW-6435,148,4,427.28999999999996
KW-6570,49,6,2577.7200000000003
LA-16780,14,34,24273.0019
LA-6780,2,12,3589.44
LB-16735,10,29,12686.03922
LB-16795,40,31,24589.87022
LB-6735,138,7,1897.95
LB-6795,57,8,1796.115
LC-16870,28,21,9859.89236
LC-16885,17,29,17058.8144
LC-16930,42,26,11660.69496
LC-16960,3,22,11812.0975
LC-17050,5,23,12933.87382
LC-17140,14,30,13128.24376
LC-6870,24,8,1220.451
LC-6885,210,9,1828.086
LC-6930,72,9,5080.688999999999
LC-6960,192,8,2487.402
LC-7050,7,7,7193.652
LC-7140,17,6,2954.43
LD-16855,43,30,13361.93258
LD-17005,50,27,11461.65464
LD-6855,81,8,2822.706
LD-7005,44,6,361.686
LE-16810,15,24,10429.2537
LE-6810,64,6,1049.52
LF-17185,23,22,12864.7205
LF-7185,178,5,556.518
LH-16750,13,22,7945.0902
LH-16900,22,29,12098.37728
LH-17020,42,18,8189.785800000001
LH-17155,76,29,14063.4898
LH-6750,126,5,745.65
LH-6900,307,3,840.792
LH-7020,59,3,973.212
LH-7155,128,8,3228.75
LL-16840,27,26,11287.78406
LL-6840,36,9,3649.152
LM-17065,85,18,9249.383
LM-7065,8,4,6280.47
LO-17170,3,28,11256.3236
LO-7170,5,7,2281.185
LP-17080,41,24,7631.9895
LP-17095,10,26,15598.1516
LP-7080,185,7,1831.338
LP-7095,1,4,1011.36
LR-16915,27,26,22434.08756
LR-17035,46,26,16118.9722
LR-6915,685,3,468.654
LR-7035,107,9,2677.98
LS-16945,28,20,10420.11776
LS-16975,21,22,8646.9157
LS-17200,16,24,15258.74122
LS-17230,5,24,10577.17148
LS-17245,35,24,10758.988000000001
LS-6945,7,12,2726.034
LS-6975,179,5,716.184
LS-7200,384,4,340.656
LS-7230,100,10,1164.348
LS-7245,218,6,953.151
LT-16765,7,30,17253.78294
LT-17110,35,26,12986.77316
LT-6765,9,4,1365.33
LT-7110,56,6,8234.994
LW-16825,23,20,9990.855239999999
LW-16990,24,23,9111.8495
LW-17125,42,16,5369.269
LW-17215,22,24,10529.49144
LW-6825,33,11,881.754
LW-6990,15,11,1869.771
LW-7125,34,9,2677.341
LW-7215,133,5,1522.014
MA-17560,65,24,10813.79188
MA-17995,43,22,10006.45034
MA-7560,233,4,1628.166
MA-7995,17,11,1928.007
MB-17305,2,27,16729.34532
MB-18085,45,30,14744.230880000001
MB-7305,23,8,4874.589
MB-8085,12,8,1703.508
MC-17275,45,34,11680.0495
MC-17425,24,30,15055.40518
MC-17575,28,33,14281.65306
MC-17590,52,25,10118.84168
MC-17605,50,26,13019.2019
MC-17635,6,34,21113.5107
MC-17845,2,31,14947.88402
MC-18100,42,33,11353.7466
MC-18130,52,23,8532.703
MC-7275,236,5,4301.043
MC-7425,36,5,1489.851
MC-7575,10,8,3619.188
MC-7590,337,3,1554.06
MC-7605,196,2,208.41
MC-7635,665,4,695.286
MC-7845,35,4,991.728
MC-8100,105,3,659.34
MC-8130,288,5,826.35
MD-17350,27,30,16455.32732
MD-17860,37,28,15575.64874
MD-7350,83,6,1374.198
MD-7860,104,5,6853.512
ME-17320,6,30,24527.029
ME-17725,29,28,7839.8866
ME-18010,43,27,10547.63192
ME-7320,21,10,1720.1879999999999
ME-7725,12,11,2083.875
ME-8010,393,1,160.5
MF-17665,52,29,13366.53134
MF-18250,8,32,20425.299600000002
MF-7665,49,3,161.91
MF-8250,63,6,1517.5500000000002
MG-17650,20,21,12717.26968
MG-17680,37,28,16061.6441
MG-17695,1,25,16221.6268
MG-17875,6,33,14452.82062
MG-17890,6,29,13162.2489
MG-18145,3,24,18147.9582
MG-18205,3,29,16362.8956
MG-7650,496,1,301.71
MG-7680,75,9,4298.478
MG-7695,336,7,2104.596
MG-7875,404,1,80.19
MG-7890,374,1,19.128
MG-8145,282,3,5229.1140000000005
MG-8205,2,7,1648.944
MH-17290,38,25,13718.69666
MH-17440,9,25,7945.0458
MH-17455,55,27,9974.27472
MH-17620,24,20,11038.31378
MH-17785,1,26,11676.13204
MH-18025,21,19,11753.7025
MH-18115,6,26,12017.105
MH-7290,738,3,1685.34
MH-7440,97,8,3357.7799999999997
MH-7455,93,10,4747.371
MH-7620,246,7,1179.666
MH-7785,8,9,1914.834
MH-8025,15,9,1095.426
MH-8115,59,7,1260.702
MJ-17740,22,26,15347.655
MJ-7740,160,4,1136.898
MK-17905,22,31,13202.4489
MK-18160,23,20,10043.3188
MK-7905,150,11,1244.955
MK-8160,41,10,2697.066
ML-17395,1,25,14507.07948
ML-17410,34,30,14981.7043
ML-17755,2,28,14425.1044
ML-18040,8,19,8677.599
ML-18265,101,26,14674.00116
ML-7395,133,7,1049.4
ML-7410,170,3,193.134
ML-7755,27,7,1108.5
ML-8040,45,7,1690.896
ML-8265,9,9,1170.72
MM-17260,5,26,15713.71812
MM-17920,8,33,20383.654
MM-18055,16,25,11163.587
MM-18280,13,25,7134.304
MM-7260,132,5,5510.358
MM-7920,29,6,1350.03
MM-8055,34,8,1924.911
MM-8280,72,10,3586.695
MN-17935,9,21,12870.93412
MN-7935,31,6,2175.33
MO-17500,37,24,10314.4082
MO-17800,7,25,13709.1228
MO-17950,7,14,4527.392
MO-7500,282,5,810.8699999999999
MO-7800,15,9,4294.2660000000005
MO-7950,99,3,933.192
MP-17470,6,28,12928.8028
MP-17965,28,39,17228.4977
MP-18175,17,36,22045.252800000002
MP-7470,544,2,58.11
MP-7965,197,8,567.093
MP-8175,91,6,2169.174
MR-17545,98,23,19246.7123
MR-7545,101,6,2325.24
MS-17365,6,34,20317.0067
MS-17530,16,25,13335.04236
MS-17710,30,26,8500.63026
MS-17770,35,36,17382.93504
MS-17830,24,26,11783.3973
MS-17980,27,27,16210.5722
MS-7365,112,5,1365.54
MS-7530,52,8,1456.806
MS-7710,64,8,1529.46
MS-7770,99,6,538.56
MS-7830,5,8,4322.904
MS-7980,7,5,1654.644
MT-17815,50,27,13845.5188
MT-18070,128,24,10920.3999
MT-7815,177,6,1500.588
MT-8070,324,7,6851.922
MV-17485,17,27,10563.3673
MV-18190,20,30,15577.035600000001
MV-7485,471,5,952.536
MV-8190,8,8,3995.04
MW-18220,18,28,20592.081299999998
MW-18235,17,24,17933.0609
MW-8220,45,8,2476.497
MW-8235,1,6,1070.772
MY-17380,30,28,14724.1472
MY-18295,1,29,25570.49418
MY-7380,323,4,1745.5739999999998
MY-8295,44,10,4072.167
MZ-17335,22,26,14463.9343
MZ-17515,24,25,13383.976840000001
MZ-7335,113,5,3494.226
MZ-7515,79,9,3193.161
NB-18580,453,10,4875.5984
NB-18655,20,22,9647.2046
NB-8580,429,7,1059.477
NB-8655,111,5,434.616
NC-18340,6,22,13905.34712
NC-18415,40,19,9255.794
NC-18535,7,22,11054.378
NC-18625,21,29,16901.51758
NC-8340,36,9,2707.962
NC-8415,107,5,1503.426
NC-8535,139,7,1250.871
NC-8625,462,2,442.32
ND-18370,13,23,10913.15082
ND-18460,6,22,12061.44172
ND-8370,34,6,2790.234
ND-8460,9,10,2722.98
NF-18385,8,32,28044.3595
NF-18475,7,22,10630.9149
NF-18595,12,22,10535.301519999999
NF-8385,2,11,3736.899
NF-8475,44,7,2019.006
NF-8595,513,5,1731.936
NG-18355,49,21,9262.72936
NG-18430,28,28,18970.41454
NG-8355,104,7,2746.47
NG-8430,19,8,3749.829
NH-18610,21,22,19181.9263
NH-8610,6,6,2121.522
NK-18490,27,24,11483.193
NK-8490,207,4,2395.35
NL-18310,26,25,10587.3308
NL-8310,576,2,251.322
NM-18445,31,32,20223.2359
NM-18520,20,27,12328.606
NM-8445,34,9,4053.7200000000003
NM-8520,159,1,1540.53
NP-18325,2,25,11778.491
NP-18670,59,19,12839.01426
NP-18685,15,30,11363.4332
NP-18700,29,27,14036.4335
NP-8325,16,8,1336.686
NP-8670,227,6,2871.87
NP-8685,115,4,4994.849999999999
NP-8700,38,6,1880.622
NR-18550,3,26,10993.42058
NR-8550,15,8,1898.481
NS-18505,7,25,14834.28974
NS-18640,37,37,14866.087
NS-8505,14,5,962.8530000000001
NS-8640,48,8,1771.437
NW-18400,173,26,15326.833059999999
NW-8400,118,7,7046.736
NZ-18565,86,26,19941.69812
NZ-8565,100,4,328.584
ON-18715,48,33,17763.94824
ON-8715,460,5,1507.758
OT-18730,34,32,19493.76566
OT-8730,243,4,265.05
PA-19060,24,21,6723.23276
PA-9060,178,6,3670.581
PB-18805,9,19,12075.39774
PB-19105,58,16,8087.781
PB-19150,6,33,7907.2555600000005
PB-19210,9,27,18967.662
PB-8805,121,9,2787.672
PB-9105,1,4,1808.208
PB-9150,42,10,3478.443
PB-9210,308,7,5302.197
PC-18745,3,21,10693.49644
PC-19000,22,18,9474.0653
PC-8745,58,5,1246.56
PC-9000,573,4,1160.43
PF-19120,85,28,27993.04966
PF-19165,92,36,16018.8427
PF-19225,3,30,11915.1997
PF-9120,84,10,1882.95
PF-9165,35,7,2007.642
PF-9225,15,7,1474.272
PG-18820,21,35,14635.9446
PG-18895,3,28,13941.6862
PG-8820,31,6,1846.56
PG-8895,300,6,1981.302
PH-18790,58,19,9435.5663
PH-8790,115,8,1746.8400000000001
PJ-18835,40,19,13639.502
PJ-19015,20,22,9230.87916
PJ-8835,43,6,801.405
PJ-9015,197,8,6612.66
PK-18910,99,16,7282.58156
PK-19075,9,29,17668.910499999998
PK-8910,122,4,948.456
PK-9075,495,3,992.784
PL-18925,16,20,14256.7186
PL-8925,50,3,759.21
PM-18940,22,23,12893.5944
PM-19135,13,22,9857.6599
PM-8940,56,9,1448.856
PM-9135,302,6,1429.296
PN-18775,16,33,11370.46522
PN-8775,54,5,1522.1100000000001
PO-18850,5,41,25274.4702
PO-18865,1,35,21051.0598
PO-19180,161,24,16753.1715
PO-19195,87,21,10872.01088
PO-8850,128,4,1432.9859999999999
PO-8865,353,6,2973.15
PO-9180,30,9,1231.068
PO-9195,34,8,8227.356
PP-18955,55,30,21884.1846
PP-8955,15,3,359.061
PR-18880,26,29,13243.62082
PR-8880,197,5,1085.6399999999999
PS-18760,30,28,15926.5494
PS-18970,28,33,18222.40482
PS-19045,21,26,29252.3194
PS-8760,348,5,1706.202
PS-8970,125,4,1395.948
PS-9045,62,7,829.356
PT-19090,7,25,8370.783
PT-9090,3,5,4686.03
PV-18985,9,28,12540.661
PV-8985,145,6,6390.636
PW-19030,8,31,12810.05846
PW-19240,2,24,7186.1398
PW-9030,58,7,1081.002
PW-9240,62,7,1237.53
QJ-19255,26,23,18192.9231
QJ-9255,62,5,387.051
RA-19285,6,24,16816.427
RA-19885,44,23,15435.49908
RA-19915,13,27,20975.19342
RA-19945,2,23,11696.0283
RA-9285,255,14,6226.686
RA-9885,126,8,503.26800000000003
RA-9915,140,2,420.65999999999997
RA-9945,21,9,2044.587
RB-19330,16,32,18359.76862
RB-19360,21,25,29197.634599999998
RB-19435,20,28,11618.07552
RB-19465,1,36,17178.4394
RB-19570,21,25,10961.631
RB-19645,151,22,5973.5944
RB-19705,17,16,9288.0836
RB-19795,33,35,19056.88134
RB-9330,113,8,4538.256
RB-9360,94,4,404.508
RB-9435,217,6,3179.154
RB-9465,288,3,3675.2400000000002
RB-9570,447,5,586.761
RB-9645,240,3,282.594
RB-9705,150,12,6018.072
RB-9795,31,5,255.288
RC-19825,119,25,7916.6733
RC-19960,23,22,7897.8691
RC-9825,742,1,37.44
RC-9960,113,5,1639.965
RD-19480,1,27,16487.1909
RD-19585,26,31,16315.107899999999
RD-19660,94,21,12947.9651
RD-19720,22,30,10902.5255
RD-19810,15,30,7091.09996
RD-19900,33,29,13485.748
RD-19930,43,22,9293.58832
RD-9480,48,6,1061.73
RD-9585,36,7,5168.4
RD-9660,28,9,3391.788
RD-9720,59,8,3833.712
RD-9810,54,7,3214.788
RD-9900,93,10,4837.2210000000005
RD-9930,29,11,6523.392
RE-19405,29,21,12073.09218
RE-19450,24,18,10660.48524
RE-9405,72,6,1967.403
RE-9450,16,12,5678.7029999999995
RF-19345,65,27,13391.2718
RF-19735,2,23,12139.0877
RF-19840,7,31,15077.47568
RF-9345,7,5,3208.026
RF-9735,119,3,950.13
RF-9840,139,6,571.722
RH-19495,25,28,13295.7486
RH-19510,21,25,11599.392960000001
RH-19555,8,21,8944.311
RH-19600,7,21,4629.69556
RH-9495,97,3,3057.21
RH-9510,701,7,1837.788
RH-9555,27,8,8753.469
RH-9600,174,8,3340.4700000000003
RK-19300,86,26,13480.92458
RK-9300,29,4,519.12
RL-19615,121,23,14866.82448
RL-9615,266,8,2420.226
RM-19375,19,25,16077.68112
RM-19675,5,19,11151.9605
RM-19750,17,19,6475.01086
RM-9375,10,7,2239.446
RM-9675,37,8,1715.094
RM-9750,41,7,929.175
RO-19780,36,29,18833.4355
RO-9780,5,9,3080.1059999999998
RP-19270,8,26,13725.5769
RP-19390,16,34,16114.907500000001
RP-19855,22,27,11043.0844
RP-9270,287,6,1274.352
RP-9390,271,7,5935.98
RP-9855,401,6,3569.139
RR-19315,20,21,11765.04038
RR-19525,1,27,15009.2866
RR-9315,233,4,1820.85
RR-9525,90,7,1376.91
RS-19420,77,28,14047.14948
RS-19765,37,25,13582.12128
RS-19870,20,20,7090.9567799999995
RS-9420,34,7,385.44
RS-9765,124,6,1524.1499999999999
RS-9870,21,8,1031.436
RW-19540,43,25,19423.6885
RW-19630,78,26,9425.9243
RW-19690,16,25,11200.142
RW-9540,27,7,5698.434
RW-9630,400,2,560.01
RW-9690,99,8,1398.996
SA-10830,11,10,872.676
SA-20830,64,30,15622.37866
SB-10170,27,5,1647.24
SB-10185,79,7,1268.436
SB-10290,192,5,1975.404
SB-20170,3,15,12950.934
SB-20185,75,31,21034.46172
SB-20290,42,22,18538.5328
SC-10020,265,4,476.334
SC-10050,43,7,2311.8540000000003
SC-10095,226,7,918.522
SC-10230,195,3,1793.907
SC-10260,142,7,3166.518
SC-10305,17,7,3207.18
SC-10380,276,4,1556.16
SC-10440,93,4,1929.081
SC-10575,374,2,328.02
SC-10680,190,4,6344.79
SC-10695,175,4,1468.8990000000001
SC-10725,92,7,2944.494
SC-10770,185,7,2033.208
SC-10800,360,2,89.286
SC-10845,54,4,1368.1200000000001
SC-20020,9,34,10579.47
SC-20050,41,30,16813.21902
SC-20095,76,28,25602.61
SC-20230,17,25,20333.868
SC-20260,1,26,9366.1924
SC-20305,30,26,17696.722
SC-20380,31,37,16122.72424
SC-20440,10,25,7677.43526
SC-20575,28,33,9685.4243
SC-20680,22,31,13477.05528
SC-20695,10,35,21931.0435
SC-20725,8,30,13975.42408
SC-20770,41,32,14495.11408
SC-20800,31,24,11321.2786
SC-20845,9,24,9898.62502
SD-10485,41,8,1157.3429999999998
SD-20485,16,32,16802.0649
SE-10110,79,3,613.71
SE-20110,10,36,29532.62502
SF-10065,230,8,3861.429
SF-10200,142,8,2633.3160000000003
SF-10965,181,6,2476.302
SF-20065,59,21,7395.746
SF-20200,6,28,13019.6294
SF-20965,49,17,6777.6808
SG-10080,370,6,1078.728
SG-10470,129,3,3086.67
SG-10605,234,6,2816.067
SG-10890,401,6,1424.778
SG-20080,4,17,10774.5034
SG-20470,91,28,10730.2773
SG-20605,76,32,10128.53856
SG-20890,17,22,11260.30386
SH-10395,64,4,129.03
SH-10635,159,4,658.98
SH-19975,26,29,10893.50994
SH-20395,24,33,12849.17384
SH-20635,31,25,13546.7458
SH-9975,65,8,8058.147
SJ-10125,295,9,2961.189
SJ-10215,57,9,1359.252
SJ-10500,275,3,454.06800000000004
SJ-20125,33,30,10562.092
SJ-20215,29,32,14709.69868
SJ-20500,176,26,12930.791
SK-19990,9,19,10932.97152
SK-9990,31,7,2358.858
SL-10155,167,14,2451.7799999999997
SL-20155,30,32,14380.691
SM-10005,105,8,6262.38
SM-10320,77,7,4045.638
SM-10905,133,5,1711.992
SM-10950,105,9,1336.308
SM-20005,148,22,6801.587500000001
SM-20320,22,21,31125.29496
SM-20905,38,17,6918.4824
SM-20950,26,29,11552.77814
SN-10560,14,6,1480.104
SN-10710,253,4,702.24
SN-20560,72,25,12738.710000000001
SN-20710,45,24,12703.94056
SO-10335,401,4,831.498
SO-20335,30,27,15534.94692
SP-10545,19,4,418.32
SP-10620,140,5,299.568
SP-10650,170,6,770.895
SP-10860,399,2,503.496
SP-10920,108,4,896.391
SP-20545,17,20,6801.1987
SP-20620,6,31,19113.6707
SP-20650,21,24,10377.86844
SP-20860,55,26,12994.59246
SP-20920,7,28,28124.21286
SR-10425,45,5,281.20799999999997
SR-10740,22,4,2154.12
SR-20425,9,19,12721.24894
SR-20740,24,33,17220.18
SS-10140,30,7,3491.6279999999997
SS-10410,27,10,2348.46
SS-10515,675,3,424.53
SS-10590,29,3,940.38
SS-10875,251,4,556.314
SS-20140,16,32,20138.603039999998
SS-20410,34,27,15759.48198
SS-20515,1,19,7480.62162
SS-20590,6,26,12181.4264
SS-20875,15,21,4772.1508
ST-10530,96,6,943.26
ST-20530,7,32,14064.01106
SU-10665,49,6,3331.134
SU-20665,5,23,7442.46
SV-10365,184,5,1256.472
SV-10785,22,7,2969.43
SV-10815,9,9,7728.912
SV-10935,12,3,487.746
SV-20365,88,31,22376.44748
SV-20785,23,27,14262.9351
SV-20815,35,24,14575.50118
SV-20935,1,28,15197.6927
SW-10245,23,4,1901.91
SW-10275,50,5,1480.578
SW-10350,101,9,1244.454
SW-10455,8,9,2205.252
SW-10755,44,7,2346.906
SW-20245,13,26,13576.68382
SW-20275,22,33,15564.966699999999
SW-20350,13,21,6923.24944
SW-20455,8,22,6038.0162
SW-20755,16,31,23321.579999999998
SZ-10035,957,4,1164.15
SZ-20035,14,37,15192.376
TA-11385,9,5,4819.95
TA-21385,19,25,35668.120800000004
TB-11055,325,3,2355.138
TB-11175,217,4,850.326
TB-11190,115,4,1115.3700000000001
TB-11250,2,15,7270.836
TB-11280,157,9,1574.322
TB-11355,15,8,438.162
TB-11400,112,9,3103.323
TB-11520,19,11,3991.5209999999997
TB-11595,163,4,752.0699999999999
TB-11625,399,5,1810.752
TB-21055,36,29,13671.71072
TB-21175,40,27,16573.5984
TB-21190,50,17,10686.47152
TB-21250,3,28,11830.0907
TB-21280,58,26,10127.01266
TB-21355,55,20,9205.113
TB-21400,26,26,21375.988
TB-21520,31,34,16716.76172
TB-21595,29,26,8437.989
TB-21625,31,31,13266.1971
TC-10980,48,8,3239.064
TC-11145,13,10,3799.926
TC-11295,13,5,730.908
TC-11475,205,9,1907.7540000000001
TC-11535,371,4,2214.9719999999998
TC-20980,28,28,34218.269
TC-21145,12,25,18419.94306
TC-21295,28,29,19391.8981
TC-21475,2,29,10722.52656
TC-21535,1,30,8888.0601
TD-10995,181,3,780.378
TD-20995,1,25,6924.1875
TG-11310,161,3,714.417
TG-11640,31,9,4906.533
TG-21310,15,32,12305.231600000001
TG-21640,6,33,13973.7773
TH-11100,254,4,1856.19
TH-11115,120,6,1870.17
TH-11235,231,10,3901.3469999999998
TH-11550,390,5,283.83
TH-21100,7,27,13684.8726
TH-21115,44,25,13483.62368
TH-21235,9,26,12896.252
TH-21550,6,26,12808.9063
TM-11010,243,3,300.666
TM-11490,56,8,2063.022
TM-21010,65,27,14158.9626
TM-21490,41,27,13908.8563
TN-11040,55,2,187.35
TN-21040,23,29,9410.26404
TP-11130,140,6,1261.449
TP-11415,642,4,1950.9479999999999
TP-11565,104,5,857.37
TP-21130,3,37,22697.57728
TP-21415,49,22,10926.72382
TP-21565,15,30,12429.8013
TR-11325,169,4,2395.716
TR-21325,2,22,10033.18706
TS-11085,220,8,1390.68
TS-11160,106,5,1130.07
TS-11205,308,3,641.646
TS-11340,41,5,1631.316
TS-11370,19,10,4573.584
TS-11430,119,7,5812.08
TS-11505,288,4,2123.946
TS-11610,176,5,2011.14
TS-11655,203,6,452.88
TS-21085,42,19,5395.2094
TS-21160,9,22,6805.942
TS-21205,27,32,13888.62492
TS-21340,9,31,16997.02948
TS-21370,37,27,23201.678
TS-21430,20,22,9532.9166
TS-21505,12,27,17613.4163
TS-21610,21,30,20565.95
TS-21655,85,24,9525.457199999999
TT-11070,38,2,1572.33
TT-11220,6,9,1826.4
TT-11265,95,9,5049.042
TT-11460,43,8,1649.784
TT-21070,15,31,15673.063900000001
TT-21220,38,22,13224.56416
TT-21265,2,20,4730.638
TT-21460,13,32,18432.013460000002
TW-11025,20,8,323.109
TW-21025,42,27,13931.8966
TZ-11445,369,7,745.14
TZ-11580,49,5,403.014
TZ-21445,9,28,14601.6714
TZ-21580,36,19,10455.5278
VB-11745,5,4,783.63
VB-21745,13,21,9961.05
VD-11670,1,9,1230.051
VD-21670,37,21,14754.8714
VF-11715,95,4,602.352
VF-21715,14,24,12000.133
VG-11790,148,4,386.172
VG-11805,136,4,1190.22
VG-21790,111,27,9908.6065
VG-21805,3,23,22573.37116
VM-11685,14,6,858.978
VM-11835,9,3,1270.4099999999999
VM-21685,33,32,13708.12232
VM-21835,112,20,2621.817
VP-11730,29,4,432.0
VP-11760,237,3,1615.662
VP-21730,31,29,11629.269
VP-21760,76,28,16935.5635
VS-11820,23,7,1136.214
VS-21820,139,15,10275.775
VT-11700,31,7,1271.442
VT-21700,8,25,18099.3061
VW-11775,8,5,1253.166
VW-21775,7,30,15785.3774
WB-11850,115,2,182.532
WB-21850,21,38,16704.6612
XP-11865,161,3,1011.798
XP-21865,44,27,11187.1526
YC-11895,100,4,166.299
YC-21895,5,27,19998.0786
YS-11880,5,6,1328.832
YS-21880,10,26,18703.606
ZC-11910,201,1,7.173
ZC-21910,4,37,28472.81926
ZD-11925,4,9,2951.226
ZD-21925,2,20,9479.3444
