customer_id,Recency,Frequency,Monetary,Cluster
JP-5460,189,10,3294.018,2
JP-5520,113,4,2227.524,2
JP-6135,27,8,4432.650000000001,2
JR-15670,13,20,13338.0916,1
JR-15700,8,18,9568.31976,1
JR-16210,19,21,12589.959,1
JR-5670,129,6,2585.034,2
JR-5700,14,6,1673.163,2
JR-6210,38,6,1033.29,2
JS-15595,6,18,9334.6385,1
JS-15685,41,26,14338.5195,1
JS-15880,12,20,10443.1001,1
JS-15940,6,15,3874.766,2
JS-16030,22,32,19218.81298,0
JS-5595,680,6,806.691,3
JS-5685,143,5,1944.06,2
JS-5880,209,6,1745.997,2
JS-5940,24,13,2927.34,2
JS-6030,219,4,1573.038,2
JW-15220,13,34,23103.7263,0
JW-15955,6,30,10640.8287,1
JW-16075,2,25,19852.773,0
JW-5220,101,6,7184.724,2
JW-5955,107,2,307.8,2
JW-6075,267,4,747.21,3
KA-16525,17,35,17449.90012,0
KA-6525,94,7,1429.884,2
KB-16240,5,27,9900.698,1
KB-16315,3,29,14542.76228,0
KB-16405,20,28,13786.0925,1
KB-16585,94,27,16385.749499999998,0
KB-16600,2,25,10295.9567,1
KB-6240,202,7,1945.32,2
KB-6315,23,11,2957.715,2
KB-6405,388,3,238.548,3
KB-6585,372,2,216.78000000000003,3
KB-6600,10,11,1167.738,2
KC-16255,45,27,9321.9643,1
KC-16540,42,25,18897.13026,0
KC-16675,3,23,13531.28104,1
KC-6255,58,8,1094.358,2
KC-6540,34,7,505.893,2
KC-6675,20,3,391.842,2
KD-16270,37,29,23204.2675,0
KD-16345,42,15,11157.0404,1
KD-16495,47,36,24996.5031,0
KD-16615,76,24,12348.44362,1
KD-6270,812,1,813.06,3
KD-6345,58,6,536.46,2
KD-6495,399,4,1454.76,3
KD-6615,187,3,205.98,2
KE-16420,27,31,12928.68672,1
KE-6420,252,4,622.452,3
KF-16285,38,21,15164.8685,1
KF-6285,33,9,3100.152,2
KH-16330,17,26,15045.6445,1
KH-16360,2,28,9983.5094,1
KH-16510,23,26,15340.396,0
KH-16630,9,27,7220.70456,1
KH-16690,3,39,18158.4601,0
KH-6330,20,13,3371.208,2
KH-6360,101,7,2221.365,2
KH-6510,16,7,1544.34,2
KH-6630,327,5,1795.866,3
KH-6690,239,7,1696.014,2
KL-16555,16,26,12064.3877,1
KL-16645,48,28,22553.1085,0
KL-6555,176,7,2184.06,2
KL-6645,1,5,1576.296,2
KM-16225,1,18,7754.5516,1
KM-16375,3,28,16394.46064,0
KM-16660,16,29,10785.2626,1
KM-16720,29,23,14041.02,1
KM-6225,372,3,891.3629999999999,3
KM-6375,322,5,2124.699,3
KM-6660,31,3,188.544,2
KM-6720,350,3,2928.654,3
KN-16390,20,29,19350.14634,0
KN-16450,38,26,16294.6981,0
KN-16705,99,19,5884.778,1
KN-6390,274,3,318.72,3
KN-6450,94,8,1767.282,2
KN-6705,124,5,4830.858,2
KS-16300,36,21,5103.36318,1
KS-6300,107,4,221.61,2
KT-16465,44,32,15725.0362,0
KT-16480,28,20,6240.6521,1
KT-6465,106,7,1532.124,2
KT-6480,85,7,2119.74,2
KW-16435,27,23,15319.9656,1
KW-16570,23,34,9256.0553,1
KW-6435,148,4,427.29,2
KW-6570,49,6,2577.7200000000003,2
LA-16780,14,34,24273.0019,0
LA-6780,2,12,3589.44,2
LB-16735,10,29,12686.03922,1
LB-16795,40,31,24589.87022,0
LB-6735,138,7,1897.95,2
LB-6795,57,8,1796.115,2
LC-16870,28,21,9859.89236,1
LC-16885,17,29,17058.8144,0
LC-16930,42,26,11660.69496,1
LC-16960,3,22,11812.0975,1
LC-17050,5,23,12933.87382,1
LC-17140,14,30,13128.24376,1
LC-6870,24,8,1220.451,2
LC-6885,210,9,1828.086,2
LC-6930,72,9,5080.688999999999,2
LC-6960,192,8,2487.402,2
LC-7050,7,7,7193.652,2
LC-7140,17,6,2954.43,2
LD-16855,43,30,13361.93258,1
LD-17005,50,27,11461.65464,1
LD-6855,81,8,2822.706,2
LD-7005,44,6,361.686,2
LE-16810,15,24,10429.2537,1
LE-6810,64,6,1049.52,2
LF-17185,23,22,12864.7205,1
LF-7185,178,5,556.518,2
LH-16750,13,22,7945.0902,1
LH-16900,22,29,12098.37728,1
LH-17020,42,18,8189.785800000001,1
LH-17155,76,29,14063.4898,1
LH-6750,126,5,745.65,2
LH-6900,307,3,840.792,3
LH-7020,59,3,973.212,2
LH-7155,128,8,3228.75,2
LL-16840,27,26,11287.78406,1
LL-6840,36,9,3649.152,2
LM-17065,85,18,9249.383,1
LM-7065,8,4,6280.47,2
LO-17170,3,28,11256.3236,1
LO-7170,5,7,2281.185,2
LP-17080,41,24,7631.9895,1
LP-17095,10,26,15598.1516,0
LP-7080,185,7,1831.338,2
LP-7095,1,4,1011.36,2
LR-16915,27,26,22434.08756,0
LR-17035,46,26,16118.9722,0
LR-6915,685,3,468.654,3
LR-7035,107,9,2677.98,2
LS-16945,28,20,10420.11776,1
LS-16975,21,22,8646.9157,1
LS-17200,16,24,15258.74122,1
LS-17230,5,24,10577.17148,1
LS-17245,35,24,10758.988,1
LS-6945,7,12,2726.034,2
LS-6975,179,5,716.184,2
LS-7200,384,4,340.656,3
LS-7230,100,10,1164.348,2
LS-7245,218,6,953.151,2
LT-16765,7,30,17253.78294,0
LT-17110,35,26,12986.77316,1
LT-6765,9,4,1365.33,2
LT-7110,56,6,8234.994,2
LW-16825,23,20,9990.85524,1
LW-16990,24,23,9111.8495,1
LW-17125,42,16,5369.269,2
LW-17215,22,24,10529.49144,1
LW-6825,33,11,881.754,2
LW-6990,15,11,1869.771,2
LW-7125,34,9,2677.341,2
LW-7215,133,5,1522.014,2
MA-17560,65,24,10813.79188,1
MA-17995,43,22,10006.45034,1
MA-7560,233,4,1628.166,2
MA-7995,17,11,1928.007,2
MB-17305,2,27,16729.34532,0
MB-18085,45,30,14744.23088,0
MB-7305,23,8,4874.589,2
MB-8085,12,8,1703.508,2
MC-17275,45,34,11680.0495,1
MC-17425,24,30,15055.40518,0
MC-17575,28,33,14281.65306,0
MC-17590,52,25,10118.84168,1
MC-17605,50,26,13019.2019,1
MC-17635,6,34,21113.5107,0
MC-17845,2,31,14947.88402,0
MC-18100,42,33,11353.7466,1
MC-18130,52,23,8532.703,1
MC-7275,236,5,4301.043,2
MC-7425,36,5,1489.851,2
MC-7575,10,8,3619.188,2
MC-7590,337,3,1554.06,3
MC-7605,196,2,208.41,2
MC-7635,665,4,695.286,3
MC-7845,35,4,991.728,2
MC-8100,105,3,659.34,2
MC-8130,288,5,826.35,3
MD-17350,27,30,16455.32732,0
MD-17860,37,28,15575.64874,0
MD-7350,83,6,1374.198,2
MD-7860,104,5,6853.512,2
ME-17320,6,30,24527.029,0
ME-17725,29,28,7839.8866,1
ME-18010,43,27,10547.63192,1
ME-7320,21,10,1720.188,2
ME-7725,12,11,2083.875,2
ME-8010,393,1,160.5,3
MF-17665,52,29,13366.53134,1
MF-18250,8,32,20425.2996,0
MF-7665,49,3,161.91,2
MF-8250,63,6,1517.5500000000002,2
MG-17650,20,21,12717.26968,1
MG-17680,37,28,16061.6441,0
MG-17695,1,25,16221.6268,0
MG-17875,6,33,14452.82062,0
MG-17890,6,29,13162.2489,1
MG-18145,3,24,18147.9582,0
MG-18205,3,29,16362.8956,0
MG-7650,496,1,301.71,3
MG-7680,75,9,4298.478,2
MG-7695,336,7,2104.596,3
MG-7875,404,1,80.19,3
MG-7890,374,1,19.128,3
MG-8145,282,3,5229.1140000000005,3
MG-8205,2,7,1648.944,2
MH-17290,38,25,13718.69666,1
MH-17440,9,25,7945.0458,1
MH-17455,55,27,9974.27472,1
MH-17620,24,20,11038.31378,1
MH-17785,1,26,11676.13204,1
MH-18025,21,19,11753.7025,1
MH-18115,6,26,12017.105,1
MH-7290,738,3,1685.34,3
MH-7440,97,8,3357.78,2
MH-7455,93,10,4747.371,2
MH-7620,246,7,1179.666,2
MH-7785,8,9,1914.834,2
MH-8025,15,9,1095.426,2
MH-8115,59,7,1260.702,2
MJ-17740,22,26,15347.655,0
MJ-7740,160,4,1136.898,2
MK-17905,22,31,13202.4489,1
MK-18160,23,20,10043.3188,1
MK-7905,150,11,1244.955,2
MK-8160,41,10,2697.066,2
ML-17395,1,25,14507.07948,1
ML-17410,34,30,14981.7043,0
ML-17755,2,28,14425.1044,1
ML-18040,8,19,8677.599,1
ML-18265,101,26,14674.00116,1
ML-7395,133,7,1049.4,2
ML-7410,170,3,193.134,2
ML-7755,27,7,1108.5,2
ML-8040,45,7,1690.896,2
ML-8265,9,9,1170.72,2
MM-17260,5,26,15713.71812,0
MM-17920,8,33,20383.654,0
MM-18055,16,25,11163.587,1
MM-18280,13,25,7134.304,1
MM-7260,132,5,5510.358,2
MM-7920,29,6,1350.03,2
MM-8055,34,8,1924.911,2
MM-8280,72,10,3586.695,2
MN-17935,9,21,12870.93412,1
MN-7935,31,6,2175.33,2
MO-17500,37,24,10314.4082,1
MO-17800,7,25,13709.1228,1
MO-17950,7,14,4527.392,2
MO-7500,282,5,810.8699999999999,3
MO-7800,15,9,4294.2660000000005,2
MO-7950,99,3,933.192,2
MP-17470,6,28,12928.8028,1
MP-17965,28,39,17228.4977,0
MP-18175,17,36,22045.2528,0
MP-7470,544,2,58.11,3
MP-7965,197,8,567.093,2
MP-8175,91,6,2169.174,2
MR-17545,98,23,19246.7123,0
MR-7545,101,6,2325.24,2
MS-17365,6,34,20317.0067,0
MS-17530,16,25,13335.04236,1
MS-17710,30,26,8500.63026,1
MS-17770,35,36,17382.93504,0
MS-17830,24,26,11783.3973,1
MS-17980,27,27,16210.5722,0
MS-7365,112,5,1365.54,2
MS-7530,52,8,1456.806,2
MS-7710,64,8,1529.46,2
MS-7770,99,6,538.56,2
MS-7830,5,8,4322.904,2
MS-7980,7,5,1654.644,2
MT-17815,50,27,13845.5188,1
MT-18070,128,24,10920.3999,1
MT-7815,177,6,1500.588,2
MT-8070,324,7,6851.922,3
MV-17485,17,27,10563.3673,1
MV-18190,20,30,15577.0356,0
MV-7485,471,5,952.536,3
MV-8190,8,8,3995.04,2
MW-18220,18,28,20592.0813,0
MW-18235,17,24,17933.0609,0
MW-8220,45,8,2476.497,2
MW-8235,1,6,1070.772,2
MY-17380,30,28,14724.1472,0
MY-18295,1,29,25570.49418,0
MY-7380,323,4,1745.5739999999998,3
MY-8295,44,10,4072.167,2
MZ-17335,22,26,14463.9343,1
MZ-17515,24,25,13383.97684,1
MZ-7335,113,5,3494.226,2
MZ-7515,79,9,3193.161,2
NB-18580,453,10,4875.5984,3
NB-18655,20,22,9647.2046,1
NB-8580,429,7,1059.477,3
NB-8655,111,5,434.616,2
NC-18340,6,22,13905.34712,1
NC-18415,40,19,9255.794,1
NC-18535,7,22,11054.378,1
NC-18625,21,29,16901.51758,0
NC-8340,36,9,2707.962,2
NC-8415,107,5,1503.426,2
NC-8535,139,7,1250.871,2
NC-8625,462,2,442.32,3
ND-18370,13,23,10913.15082,1
ND-18460,6,22,12061.44172,1
ND-8370,34,6,2790.234,2
ND-8460,9,10,2722.98,2
NF-18385,8,32,28044.3595,0
NF-18475,7,22,10630.9149,1
NF-18595,12,22,10535.30152,1
NF-8385,2,11,3736.899,2
NF-8475,44,7,2019.006,2
NF-8595,513,5,1731.936,3
NG-18355,49,21,9262.72936,1
NG-18430,28,28,18970.41454,0
NG-8355,104,7,2746.47,2
NG-8430,19,8,3749.829,2
NH-18610,21,22,19181.9263,0
NH-8610,6,6,2121.522,2
NK-18490,27,24,11483.193,1
NK-8490,207,4,2395.35,2
NL-18310,26,25,10587.3308,1
NL-8310,576,2,251.322,3
NM-18445,31,32,20223.2359,0
NM-18520,20,27,12328.606,1
NM-8445,34,9,4053.72,2
NM-8520,159,1,1540.53,2
NP-18325,2,25,11778.491,1
NP-18670,59,19,12839.01426,1
NP-18685,15,30,11363.4332,1
NP-18700,29,27,14036.4335,1
NP-8325,16,8,1336.686,2
NP-8670,227,6,2871.87,2
NP-8685,115,4,4994.849999999999,2
NP-8700,38,6,1880.622,2
NR-18550,3,26,10993.42058,1
NR-8550,15,8,1898.481,2
NS-18505,7,25,14834.28974,1
NS-18640,37,37,14866.087,0
NS-8505,14,5,962.853,2
NS-8640,48,8,1771.437,2
NW-18400,173,26,15326.83306,1
NW-8400,118,7,7046.736,2
NZ-18565,86,26,19941.69812,0
NZ-8565,100,4,328.584,2
ON-18715,48,33,17763.94824,0
ON-8715,460,5,1507.758,3
OT-18730,34,32,19493.76566,0
OT-8730,243,4,265.05,2
PA-19060,24,21,6723.23276,1
PA-9060,178,6,3670.581,2
PB-18805,9,19,12075.39774,1
PB-19105,58,16,8087.781,1
PB-19150,6,33,7907.25556,1
PB-19210,9,27,18967.662,0
PB-8805,121,9,2787.672,2
PB-9105,1,4,1808.208,2
PB-9150,42,10,3478.443,2
PB-9210,308,7,5302.197,3
PC-18745,3,21,10693.49644,1
PC-19000,22,18,9474.0653,1
PC-8745,58,5,1246.56,2
PC-9000,573,4,1160.43,3
PF-19120,85,28,27993.04966,0
PF-19165,92,36,16018.8427,0
PF-19225,3,30,11915.1997,1
PF-9120,84,10,1882.95,2
PF-9165,35,7,2007.642,2
PF-9225,15,7,1474.272,2
PG-18820,21,35,14635.9446,0
PG-18895,3,28,13941.6862,1
PG-8820,31,6,1846.56,2
PG-8895,300,6,1981.302,3
PH-18790,58,19,9435.5663,1
PH-8790,115,8,1746.84,2
PJ-18835,40,19,13639.502,1
PJ-19015,20,22,9230.87916,1
PJ-8835,43,6,801.405,2
PJ-9015,197,8,6612.66,2
PK-18910,99,16,7282.58156,1
PK-19075,9,29,17668.910499999998,0
PK-8910,122,4,948.456,2
PK-9075,495,3,992.784,3
PL-18925,16,20,14256.7186,1
PL-8925,50,3,759.21,2
PM-18940,22,23,12893.5944,1
PM-19135,13,22,9857.6599,1
PM-8940,56,9,1448.856,2
PM-9135,302,6,1429.296,3
PN-18775,16,33,11370.46522,1
PN-8775,54,5,1522.11,2
PO-18850,5,41,25274.4702,0
PO-18865,1,35,21051.0598,0
PO-19180,161,24,16753.1715,0
PO-19195,87,21,10872.01088,1
PO-8850,128,4,1432.986,2
PO-8865,353,6,2973.15,3
PO-9180,30,9,1231.068,2
PO-9195,34,8,8227.356,2
PP-18955,55,30,21884.1846,0
PP-8955,15,3,359.061,2
PR-18880,26,29,13243.62082,1
PR-8880,197,5,1085.64,2
PS-18760,30,28,15926.5494,0
PS-18970,28,33,18222.40482,0
PS-19045,21,26,29252.3194,0
PS-8760,348,5,1706.202,3
PS-8970,125,4,1395.948,2
PS-9045,62,7,829.356,2
PT-19090,7,25,8370.783,1
PT-9090,3,5,4686.03,2
PV-18985,9,28,12540.661,1
PV-8985,145,6,6390.636,2
PW-19030,8,31,12810.05846,1
PW-19240,2,24,7186.1398,1
PW-9030,58,7,1081.002,2
PW-9240,62,7,1237.53,2
QJ-19255,26,23,18192.9231,0
QJ-9255,62,5,387.051,2
RA-19285,6,24,16816.427,0
RA-19885,44,23,15435.49908,1
RA-19915,13,27,20975.19342,0
RA-19945,2,23,11696.0283,1
RA-9285,255,14,6226.686,2
RA-9885,126,8,503.268,2
RA-9915,140,2,420.66,2
RA-9945,21,9,2044.587,2
RB-19330,16,32,18359.76862,0
RB-19360,21,25,29197.6346,0
RB-19435,20,28,11618.07552,1
RB-19465,1,36,17178.4394,0
RB-19570,21,25,10961.631,1
RB-19645,151,22,5973.5944,1
RB-19705,17,16,9288.0836,1
RB-19795,33,35,19056.88134,0
RB-9330,113,8,4538.256,2
RB-9360,94,4,404.508,2
RB-9435,217,6,3179.154,2
RB-9465,288,3,3675.24,3
RB-9570,447,5,586.761,3
RB-9645,240,3,282.594,2
RB-9705,150,12,6018.072,2
RB-9795,31,5,255.288,2
RC-19825,119,25,7916.6733,1
RC-19960,23,22,7897.8691,1
RC-9825,742,1,37.44,3
RC-9960,113,5,1639.965,2
RD-19480,1,27,16487.1909,0
RD-19585,26,31,16315.1079,0
RD-19660,94,21,12947.9651,1
RD-19720,22,30,10902.5255,1
RD-19810,15,30,7091.09996,1
RD-19900,33,29,13485.748,1
RD-19930,43,22,9293.58832,1
RD-9480,48,6,1061.73,2
RD-9585,36,7,5168.4,2
RD-9660,28,9,3391.788,2
RD-9720,59,8,3833.712,2
RD-9810,54,7,3214.788,2
RD-9900,93,10,4837.2210000000005,2
RD-9930,29,11,6523.392,2
RE-19405,29,21,12073.09218,1
RE-19450,24,18,10660.48524,1
RE-9405,72,6,1967.403,2
RE-9450,16,12,5678.703,2
RF-19345,65,27,13391.2718,1
RF-19735,2,23,12139.0877,1
RF-19840,7,31,15077.47568,0
RF-9345,7,5,3208.026,2
RF-9735,119,3,950.13,2
RF-9840,139,6,571.722,2
RH-19495,25,28,13295.7486,1
RH-19510,21,25,11599.39296,1
RH-19555,8,21,8944.311,1
RH-19600,7,21,4629.69556,1
RH-9495,97,3,3057.21,2
RH-9510,701,7,1837.788,3
RH-9555,27,8,8753.469,2
RH-9600,174,8,3340.4700000000003,2
RK-19300,86,26,13480.92458,1
RK-9300,29,4,519.12,2
RL-19615,121,23,14866.82448,1
RL-9615,266,8,2420.226,3
RM-19375,19,25,16077.68112,0
RM-19675,5,19,11151.9605,1
RM-19750,17,19,6475.01086,1
RM-9375,10,7,2239.446,2
RM-9675,37,8,1715.094,2
RM-9750,41,7,929.175,2
RO-19780,36,29,18833.4355,0
RO-9780,5,9,3080.106,2
RP-19270,8,26,13725.5769,1
RP-19390,16,34,16114.9075,0
RP-19855,22,27,11043.0844,1
RP-9270,287,6,1274.352,3
RP-9390,271,7,5935.98,3
RP-9855,401,6,3569.139,3
RR-19315,20,21,11765.04038,1
RR-19525,1,27,15009.2866,0
RR-9315,233,4,1820.85,2
RR-9525,90,7,1376.91,2
RS-19420,77,28,14047.14948,1
RS-19765,37,25,13582.12128,1
RS-19870,20,20,7090.95678,1
RS-9420,34,7,385.44,2
RS-9765,124,6,1524.15,2
RS-9870,21,8,1031.436,2
RW-19540,43,25,19423.6885,0
RW-19630,78,26,9425.9243,1
RW-19690,16,25,11200.142,1
RW-9540,27,7,5698.434,2
RW-9630,400,2,560.01,3
RW-9690,99,8,1398.996,2
SA-10830,11,10,872.676,2
SA-20830,64,30,15622.37866,0
SB-10170,27,5,1647.24,2
SB-10185,79,7,1268.436,2
SB-10290,192,5,1975.404,2
SB-20170,3,15,12950.934,1
SB-20185,75,31,21034.46172,0
SB-20290,42,22,18538.5328,0
SC-10020,265,4,476.334,3
SC-10050,43,7,2311.8540000000003,2
SC-10095,226,7,918.522,2
SC-10230,195,3,1793.907,2
SC-10260,142,7,3166.518,2
SC-10305,17,7,3207.18,2
SC-10380,276,4,1556.16,3
SC-10440,93,4,1929.081,2
SC-10575,374,2,328.02,3
SC-10680,190,4,6344.79,2
SC-10695,175,4,1468.899,2
SC-10725,92,7,2944.494,2
SC-10770,185,7,2033.208,2
SC-10800,360,2,89.286,3
SC-10845,54,4,1368.12,2
SC-20020,9,34,10579.47,1
SC-20050,41,30,16813.21902,0
SC-20095,76,28,25602.61,0
SC-20230,17,25,20333.868,0
SC-20260,1,26,9366.1924,1
SC-20305,30,26,17696.722,0
SC-20380,31,37,16122.72424,0
SC-20440,10,25,7677.43526,1
SC-20575,28,33,9685.4243,1
SC-20680,22,31,13477.05528,1
SC-20695,10,35,21931.0435,0
SC-20725,8,30,13975.42408,0
SC-20770,41,32,14495.11408,0
SC-20800,31,24,11321.2786,1
SC-20845,9,24,9898.62502,1
SD-10485,41,8,1157.3429999999998,2
SD-20485,16,32,16802.0649,0
SE-10110,79,3,613.71,2
SE-20110,10,36,29532.62502,0
SF-10065,230,8,3861.429,2
SF-10200,142,8,2633.3160000000003,2
SF-10965,181,6,2476.302,2
SF-20065,59,21,7395.746,1
SF-20200,6,28,13019.6294,1
SF-20965,49,17,6777.6808,1
SG-10080,370,6,1078.728,3
SG-10470,129,3,3086.67,2
SG-10605,234,6,2816.067,2
SG-10890,401,6,1424.778,3
SG-20080,4,17,10774.5034,1
SG-20470,91,28,10730.2773,1
SG-20605,76,32,10128.53856,1
SG-20890,17,22,11260.30386,1
SH-10395,64,4,129.03,2
SH-10635,159,4,658.98,2
SH-19975,26,29,10893.50994,1
SH-20395,24,33,12849.17384,1
SH-20635,31,25,13546.7458,1
SH-9975,65,8,8058.147,2
SJ-10125,295,9,2961.189,3
SJ-10215,57,9,1359.252,2
SJ-10500,275,3,454.068,3
SJ-20125,33,30,10562.092,1
SJ-20215,29,32,14709.69868,0
SJ-20500,176,26,12930.791,1
SK-19990,9,19,10932.97152,1
SK-9990,31,7,2358.858,2
SL-10155,167,14,2451.78,2
SL-20155,30,32,14380.691,0
SM-10005,105,8,6262.38,2
SM-10320,77,7,4045.638,2
SM-10905,133,5,1711.992,2
SM-10950,105,9,1336.308,2
SM-20005,148,22,6801.587500000001,1
SM-20320,22,21,31125.29496,0
SM-20905,38,17,6918.4824,1
SM-20950,26,29,11552.77814,1
SN-10560,14,6,1480.104,2
SN-10710,253,4,702.24,3
SN-20560,72,25,12738.71,1
SN-20710,45,24,12703.94056,1
SO-10335,401,4,831.498,3
SO-20335,30,27,15534.94692,0
SP-10545,19,4,418.32,2
SP-10620,140,5,299.568,2
SP-10650,170,6,770.895,2
SP-10860,399,2,503.496,3
SP-10920,108,4,896.391,2
SP-20545,17,20,6801.1987,1
SP-20620,6,31,19113.6707,0
SP-20650,21,24,10377.86844,1
SP-20860,55,26,12994.59246,1
SP-20920,7,28,28124.21286,0
SR-10425,45,5,281.208,2
SR-10740,22,4,2154.12,2
SR-20425,9,19,12721.24894,1
SR-20740,24,33,17220.18,0
SS-10140,30,7,3491.628,2
SS-10410,27,10,2348.46,2
SS-10515,675,3,424.53,3
SS-10590,29,3,940.38,2
SS-10875,251,4,556.314,3
SS-20140,16,32,20138.60304,0
SS-20410,34,27,15759.48198,0
SS-20515,1,19,7480.62162,1
SS-20590,6,26,12181.4264,1
SS-20875,15,21,4772.1508,1
ST-10530,96,6,943.26,2
ST-20530,7,32,14064.01106,0
SU-10665,49,6,3331.134,2
SU-20665,5,23,7442.46,1
SV-10365,184,5,1256.472,2
SV-10785,22,7,2969.43,2
SV-10815,9,9,7728.912,2
SV-10935,12,3,487.746,2
SV-20365,88,31,22376.44748,0
SV-20785,23,27,14262.9351,1
SV-20815,35,24,14575.50118,1
SV-20935,1,28,15197.6927,0
SW-10245,23,4,1901.91,2
SW-10275,50,5,1480.578,2
SW-10350,101,9,1244.454,2
SW-10455,8,9,2205.252,2
SW-10755,44,7,2346.906,2
SW-20245,13,26,13576.68382,1
SW-20275,22,33,15564.9667,0
SW-20350,13,21,6923.24944,1
SW-20455,8,22,6038.0162,1
SW-20755,16,31,23321.58,0
SZ-10035,957,4,1164.15,3
SZ-20035,14,37,15192.376,0
TA-11385,9,5,4819.95,2
TA-21385,19,25,35668.120800000004,0
TB-11055,325,3,2355.138,3
TB-11175,217,4,850.326,2
TB-11190,115,4,1115.37,2
TB-11250,2,15,7270.836,1
TB-11280,157,9,1574.322,2
TB-11355,15,8,438.162,2
TB-11400,112,9,3103.323,2
TB-11520,19,11,3991.521,2
TB-11595,163,4,752.0699999999999,2
TB-11625,399,5,1810.752,3
TB-21055,36,29,13671.71072,1
TB-21175,40,27,16573.5984,0
TB-21190,50,17,10686.47152,1
TB-21250,3,28,11830.0907,1
TB-21280,58,26,10127.01266,1
TB-21355,55,20,9205.113,1
TB-21400,26,26,21375.988,0
TB-21520,31,34,16716.76172,0
TB-21595,29,26,8437.989,1
TB-21625,31,31,13266.1971,1
TC-10980,48,8,3239.064,2
TC-11145,13,10,3799.926,2
TC-11295,13,5,730.908,2
TC-11475,205,9,1907.754,2
TC-11535,371,4,2214.972,3
TC-20980,28,28,34218.269,0
TC-21145,12,25,18419.94306,0
TC-21295,28,29,19391.8981,0
TC-21475,2,29,10722.52656,1
TC-21535,1,30,8888.0601,1
TD-10995,181,3,780.378,2
TD-20995,1,25,6924.1875,1
TG-11310,161,3,714.417,2
TG-11640,31,9,4906.533,2
TG-21310,15,32,12305.2316,1
TG-21640,6,33,13973.7773,0
TH-11100,254,4,1856.19,3
TH-11115,120,6,1870.17,2
TH-11235,231,10,3901.347,2
TH-11550,390,5,283.83,3
TH-21100,7,27,13684.8726,1
TH-21115,44,25,13483.62368,1
TH-21235,9,26,12896.252,1
TH-21550,6,26,12808.9063,1
TM-11010,243,3,300.666,2
TM-11490,56,8,2063.022,2
TM-21010,65,27,14158.9626,1
TM-21490,41,27,13908.8563,1
TN-11040,55,2,187.35,2
TN-21040,23,29,9410.26404,1
TP-11130,140,6,1261.449,2
TP-11415,642,4,1950.948,3
TP-11565,104,5,857.37,2
TP-21130,3,37,22697.57728,0
TP-21415,49,22,10926.72382,1
TP-21565,15,30,12429.8013,1
TR-11325,169,4,2395.716,2
TR-21325,2,22,10033.18706,1
TS-11085,220,8,1390.68,2
TS-11160,106,5,1130.07,2
TS-11205,308,3,641.646,3
TS-11340,41,5,1631.316,2
TS-11370,19,10,4573.584,2
TS-11430,119,7,5812.08,2
TS-11505,288,4,2123.946,3
TS-11610,176,5,2011.14,2
TS-11655,203,6,452.88,2
TS-21085,42,19,5395.2094,1
TS-21160,9,22,6805.942,1
TS-21205,27,32,13888.62492,0
TS-21340,9,31,16997.02948,0
TS-21370,37,27,23201.678,0
TS-21430,20,22,9532.9166,1
TS-21505,12,27,17613.4163,0
TS-21610,21,30,20565.95,0
TS-21655,85,24,9525.4572,1
TT-11070,38,2,1572.33,2
TT-11220,6,9,1826.4,2
TT-11265,95,9,5049.042,2
TT-11460,43,8,1649.784,2
TT-21070,15,31,15673.0639,0
TT-21220,38,22,13224.56416,1
TT-21265,2,20,4730.638,1
TT-21460,13,32,18432.01346,0
TW-11025,20,8,323.109,2
TW-21025,42,27,13931.8966,1
TZ-11445,369,7,745.14,3
TZ-11580,49,5,403.014,2
TZ-21445,9,28,14601.6714,0
TZ-21580,36,19,10455.5278,1
VB-11745,5,4,783.63,2
VB-21745,13,21,9961.05,1
VD-11670,1,9,1230.051,2
VD-21670,37,21,14754.8714,1
VF-11715,95,4,602.352,2
VF-21715,14,24,12000.133,1
VG-11790,148,4,386.172,2
VG-11805,136,4,1190.22,2
VG-21790,111,27,9908.6065,1
VG-21805,3,23,22573.37116,0
VM-11685,14,6,858.978,2
VM-11835,9,3,1270.41,2
VM-21685,33,32,13708.12232,0
VM-21835,112,20,2621.817,2
VP-11730,29,4,432.0,2
VP-11760,237,3,1615.662,2
VP-21730,31,29,11629.269,1
VP-21760,76,28,16935.5635,0
VS-11820,23,7,1136.214,2
VS-21820,139,15,10275.775,1
VT-11700,31,7,1271.442,2
VT-21700,8,25,18099.3061,0
VW-11775,8,5,1253.166,2
VW-21775,7,30,15785.3774,0
WB-11850,115,2,182.532,2
WB-21850,21,38,16704.6612,0
XP-11865,161,3,1011.798,2
XP-21865,44,27,11187.1526,1
YC-11895,100,4,166.299,2
YC-21895,5,27,19998.0786,0
YS-11880,5,6,1328.832,2
YS-21880,10,26,18703.606,0
ZC-11910,201,1,7.173,2
ZC-21910,4,37,28472.81926,0
ZD-11925,4,9,2951.226,2
ZD-21925,2,20,9479.3444,1
