customer_id,Recency,Frequency,Monetary,Cluster,CLV,Customer_Value
CD-11980,2,23,11848.16246,1,272507.73657999997,High
BT-11395,29,24,11347.529,1,272340.696,Medium
HF-14995,15,28,9712.8699,1,271960.35719999997,Medium
BB-10990,15,30,9064.5327,1,271935.98099999997,Medium
RD-19660,94,21,12947.9651,1,271907.2671,Medium
SC-20800,31,24,11321.2786,1,271710.6864,Medium
MN-17935,9,21,12870.93412,1,270289.61652,Medium
DC-12850,38,29,9307.3655,1,269913.5995,Medium
GP-14740,2,25,10793.729,1,269843.225,Medium
MH-17455,55,27,9974.27472,1,269305.41744,Medium
RA-19945,2,23,11696.0283,1,269008.6509,Medium
DK-13225,2,29,9246.4686,1,268147.5894,Medium
CK-12325,62,27,9927.89832,1,268053.25464,Medium
VG-21790,111,27,9908.6065,1,267532.3755,Medium
HE-14800,7,27,9902.49522,1,267367.37094,Medium
KB-16240,5,27,9900.698,1,267318.846,Medium
MG-17650,20,21,12717.26968,1,267062.66328,Medium
JR-15670,13,20,13338.0916,1,266761.832,Medium
TC-21535,1,30,8888.0601,1,266641.803,Medium
BP-11095,3,32,8327.8696,1,266491.8272,Medium
AG-10270,41,25,10637.40422,1,265935.1055,Medium
ND-18460,6,22,12061.44172,1,265351.71784,Medium
AG-10765,29,27,9824.7795,1,265269.0465,Medium
NL-18310,26,25,10587.3308,1,264683.27,Medium
JC-15775,2,25,10582.78504,1,264569.626,Medium
JR-16210,19,21,12589.959,1,264389.139,Medium
BD-11770,36,26,10168.32526,1,264376.45676,Medium
DW-13540,13,20,13166.415,1,263328.30000000005,Medium
TB-21280,58,26,10127.01266,1,263302.32916,Medium
MT-18070,128,24,10920.3999,1,262089.5976,Medium
JK-15205,62,24,10917.0012,1,262008.02880000003,Medium
BS-11590,36,23,11358.58602,1,261247.47846,Medium
AA-10315,9,19,13747.413,1,261200.847,Medium
PB-19150,6,33,7907.25556,1,260939.43347999998,Medium
LC-16960,3,22,11812.0975,1,259866.145,Medium
IG-15085,14,25,10383.13098,1,259578.2745,Medium
MA-17560,65,24,10813.79188,1,259531.00512000002,Medium
BO-11425,6,21,12356.58552,1,259488.29592,Medium
PJ-18835,40,19,13639.502,1,259150.538,Medium
BM-11575,35,25,10351.33308,1,258783.32700000002,Medium
DV-13465,30,20,12910.87688,1,258217.53759999998,Medium
LS-17245,35,24,10758.988,1,258215.712,Medium
GB-14575,14,24,10748.99238,1,257975.81712,Medium
BT-11485,31,29,8878.05054,1,257463.46566000002,Medium
KB-16600,2,25,10295.9567,1,257398.9175,Medium
CC-12685,55,20,12798.5442,1,255970.88400000002,Medium
CM-12655,28,18,14188.72268,1,255397.00824000002,Medium
AC-10420,7,24,10607.6947,1,254584.6728,Medium
ER-13855,70,19,13396.0,1,254524.0,Medium
LS-17230,5,24,10577.17148,1,253852.11552000002,Medium
RE-19405,29,21,12073.09218,1,253534.93578,Medium
MC-17590,52,25,10118.84168,1,252971.042,Medium
LW-17215,22,24,10529.49144,1,252707.79456,Medium
DW-13195,7,26,9689.3171,1,251922.2446,Medium
KC-16255,45,27,9321.9643,1,251693.0361,Medium
ND-18370,13,23,10913.15082,1,251002.46886000002,Medium
CM-12235,43,22,11377.591,1,250307.002,Medium
LE-16810,15,24,10429.2537,1,250302.08879999997,Medium
FC-14245,43,23,10867.8088,1,249959.6024,Medium
SP-20650,21,24,10377.86844,1,249068.84256000002,Medium
SG-20890,17,22,11260.30386,1,247726.68492,Medium
BT-11305,29,24,10321.82,1,247723.68,Medium
MO-17500,37,24,10314.4082,1,247545.7968,Medium
RR-19315,20,21,11765.04038,1,247065.84798000002,Medium
JD-15790,16,24,10267.74976,1,246425.99424000003,Medium
RW-19630,78,26,9425.9243,1,245074.03180000003,Medium
BF-11020,16,24,10201.2813,1,244830.7512,Medium
NP-18670,59,19,12839.01426,1,243941.27094,Medium
CG-12520,29,18,13545.47002,1,243818.46036000003,Medium
SC-20260,1,26,9366.1924,1,243521.0024,Medium
HA-14920,21,25,9740.3981,1,243509.9525,Medium
JG-15115,69,19,12801.82588,1,243234.69172,Medium
NC-18535,7,22,11054.378,1,243196.31600000002,Medium
EL-13735,54,23,10515.862,1,241864.82599999997,Medium
SR-20425,9,19,12721.24894,1,241703.72986,Medium
CS-12130,12,22,10981.231,1,241587.082,Medium
TP-21415,49,22,10926.72382,1,240387.92403999998,Medium
JO-15145,58,23,10440.976,1,240142.448,Medium
DL-12925,58,21,11364.6808,1,238658.2968,Medium
Dl-13600,6,20,11912.7634,1,238255.26799999998,Medium
SC-20845,9,24,9898.62502,1,237567.00048,Medium
BN-11515,10,23,10272.22552,1,236261.18696,Medium
CA-12055,14,22,10691.028,1,235202.616,Medium
CS-12400,2,23,10221.36436,1,235091.38027999998,Medium
JB-15925,10,19,12325.28696,1,234180.45223999998,Medium
NF-18475,7,22,10630.9149,1,233880.1278,Medium
CC-12220,21,32,7308.7328,1,233879.4496,Medium
CH-12070,90,21,11122.55656,1,233573.68776000003,Medium
NF-18595,12,22,10535.30152,1,231776.63344,Medium
PB-18805,9,19,12075.39774,1,229432.55706000002,Medium
EH-13990,45,26,8807.0846,1,228984.1996,Medium
BS-11800,10,21,10887.2118,1,228631.4478,Medium
TS-21655,85,24,9525.4572,1,228610.97280000002,Medium
PO-19195,87,21,10872.01088,1,228312.22848,Medium
DB-13660,13,20,11397.06484,1,227941.29679999998,Medium
AW-10930,36,22,10230.95856,1,225081.08831999998,Medium
PC-18745,3,21,10693.49644,1,224563.42524,Medium
MH-18025,21,19,11753.7025,1,223320.34749999997,Medium
DE-13255,20,22,10085.79,1,221887.38,Medium
CS-11860,78,21,10555.92482,1,221674.42122000002,Medium
MS-17710,30,26,8500.63026,1,221016.38676,Medium
MH-17620,24,20,11038.31378,1,220766.2756,Medium
TR-21325,2,22,10033.18706,1,220730.11532,Medium
BF-11275,7,23,9578.59864,1,220307.76872,Medium
MA-17995,43,22,10006.45034,1,220141.90748,Medium
ME-17725,29,28,7839.8866,1,219516.8248,Medium
TB-21595,29,26,8437.989,1,219387.71399999998,Medium
AH-10120,61,22,9927.83588,1,218412.38936,Medium
PM-19135,13,22,9857.6599,1,216868.5178,Medium
GR-14560,50,24,8895.05754,1,213481.38095999998,Medium
FH-14350,2,20,10654.52882,1,213090.5764,Medium
BF-11080,26,21,10134.5617,1,212825.79570000002,Medium
RD-19810,15,30,7091.09996,1,212732.9988,Medium
HZ-14950,36,22,9656.4048,1,212440.9056,Medium
NB-18655,20,22,9647.2046,1,212238.50119999997,Medium
RM-19675,5,19,11151.9605,1,211887.24949999998,Medium
GA-14725,3,24,8817.5455,1,211621.092,Medium
EH-13945,58,27,7832.68602,1,211482.52254,Medium
DD-13570,42,24,8741.4648,1,209795.15519999998,Medium
TS-21430,20,22,9532.9166,1,209724.16520000002,Medium
LW-16990,24,23,9111.8495,1,209572.5385,Medium
PT-19090,7,25,8370.783,1,209269.57499999998,Medium
VB-21745,13,21,9961.05,1,209182.05,Medium
JS-15880,12,20,10443.1001,1,208862.00199999998,Medium
JD-16015,49,24,8690.6293,1,208575.1032,Medium
LS-16945,28,20,10420.11776,1,208402.3552,Medium
SK-19990,9,19,10932.97152,1,207726.45888,Medium
DB-13555,37,22,9415.2204,1,207134.8488,Medium
LC-16870,28,21,9859.89236,1,207057.73956,Medium
EM-14065,17,17,12108.30958,1,205841.26286,Medium
RD-19930,43,22,9293.58832,1,204458.94304,Medium
BG-11695,10,19,10723.32038,1,203743.08722,Medium
PJ-19015,20,22,9230.87916,1,203079.34152000002,Medium
HR-14830,52,21,9637.15436,1,202380.24156,Medium
FC-14335,108,23,8770.73964,1,201727.01172,Medium
MK-18160,23,20,10043.3188,1,200866.376,Medium
AH-10585,22,22,9125.8911,1,200769.6042,Medium
HR-14770,14,18,11126.929,1,200284.722,Medium
LW-16825,23,20,9990.85524,1,199817.10480000003,Medium
TZ-21580,36,19,10455.5278,1,198655.0282,Medium
MH-17440,9,25,7945.0458,1,198626.145,Medium
RC-19825,119,25,7916.6733,1,197916.83250000002,Medium
CC-12550,28,25,7908.65034,1,197716.2585,Medium
EJ-13720,50,22,8969.44,1,197327.68000000002,Medium
AR-10405,55,22,8956.82078,1,197050.05716,Medium
MC-18130,52,23,8532.703,1,196252.169,Medium
BD-11620,50,25,7849.000019999999,1,196225.00049999997,Medium
JM-16195,58,25,7825.5646,1,195639.115,Medium
AJ-10795,63,22,8887.077,1,195515.694,Medium
CV-12805,5,20,9764.1306,1,195282.61200000002,Medium
KH-16630,9,27,7220.70456,1,194959.02312,Medium
NG-18355,49,21,9262.72936,1,194517.31655999998,Medium
SB-20170,3,15,12950.934,1,194264.00999999998,Medium
DB-13360,48,28,6919.81436,1,193754.80208,Medium
SC-20440,10,25,7677.43526,1,191935.88150000002,Medium
RE-19450,24,18,10660.48524,1,191888.73432,Medium
LS-16975,21,22,8646.9157,1,190232.14539999998,Medium
JL-15505,31,22,8631.695,1,189897.28999999998,Medium
ZD-21925,2,20,9479.3444,1,189586.888,Medium
RH-19555,8,21,8944.311,1,187830.531,Medium
JL-15850,45,22,8497.68,1,186948.96000000002,Medium
AS-10630,36,19,9815.9395,1,186502.8505,Medium
EM-14095,9,17,10889.6997,1,185124.89489999998,Medium
CS-12505,28,16,11535.2464,1,184563.9424,Medium
DF-13135,10,18,10240.3839,1,184326.9102,Medium
JJ-15445,34,19,9696.8474,1,184240.1006,Medium
TB-21355,55,20,9205.113,1,184102.25999999998,Medium
AI-10855,14,22,8358.6023,1,183889.2506,Medium
LP-17080,41,24,7631.9895,1,183167.748,Medium
DM-13525,36,19,9640.38168,1,183167.25192,Medium
SG-20080,4,17,10774.5034,1,183166.55779999998,Medium
TB-21190,50,17,10686.47152,1,181670.01583999998,Medium
CV-12295,40,20,9042.26818,1,180845.36359999998,Medium
PH-18790,58,19,9435.5663,1,179275.7597,Medium
GM-14455,17,17,10523.649,1,178902.033,Medium
MM-18280,13,25,7134.304,1,178357.6,Medium
BF-10975,36,22,8104.7792,1,178305.1424,Medium
BD-11560,8,19,9356.77974,1,177778.81506,Medium
NC-18415,40,19,9255.794,1,175860.086,Medium
HP-14815,31,24,7321.4395,1,175714.548,Medium
BD-11605,98,19,9202.66214,1,174850.58066,Medium
LH-16750,13,22,7945.0902,1,174791.9844,Medium
CM-11935,37,18,9689.0124,1,174402.2232,Medium
CR-12580,23,20,8700.3125,1,174006.25,Medium
RC-19960,23,22,7897.8691,1,173753.1202,Medium
BT-11440,52,21,8263.9755,1,173543.4855,Medium
AZ-10750,71,18,9639.801,1,173516.418,Medium
TD-20995,1,25,6924.1875,1,173104.6875,Medium
PW-19240,2,24,7186.1398,1,172467.3552,Medium
JR-15700,8,18,9568.31976,1,172229.75568,Medium
EB-13930,20,18,9533.9519,1,171611.1342,Medium
SU-20665,5,23,7442.46,1,171176.58,Medium
AH-10465,71,20,8547.83068,1,170956.61359999998,Medium
CK-12760,58,26,6574.8044,1,170944.9144,Medium
PC-19000,22,18,9474.0653,1,170533.1754,Medium
AR-10570,3,18,9445.64932,1,170021.68776,Medium
EB-13750,33,20,8489.991,1,169799.82,Medium
AG-10525,13,20,8468.963,1,169379.26,Medium
FG-14260,35,18,9396.5055,1,169137.099,Medium
JS-15595,6,18,9334.6385,1,168023.493,Medium
KD-16345,42,15,11157.0404,1,167355.606,Medium
JE-16165,21,20,8352.71836,1,167054.3672,Medium
LM-17065,85,18,9249.383,1,166488.894,Medium
ML-18040,8,19,8677.599,1,164874.381,Medium
JF-15355,14,22,7343.566,1,161558.452,Medium
AG-10390,115,19,8453.0096,1,160607.1824,Medium
CM-12715,42,19,8392.5789,1,159458.99910000002,Medium
SF-20065,59,21,7395.746,1,155310.666,Medium
EB-14170,20,23,6736.4391,1,154938.0993,Medium
GM-14500,107,23,6704.18562,1,154196.26926,Medium
VS-21820,139,15,10275.775,1,154136.625,Medium
BW-11065,51,18,8409.0559,1,151363.0062,Medium
CA-12310,14,21,7166.23086,1,150490.84806,Medium
TS-21160,9,22,6805.942,1,149730.724,Medium
SM-20005,148,22,6801.587500000001,1,149634.92500000002,Medium
JO-15280,15,21,7123.5651,1,149594.8671,Medium
BO-11350,112,20,7476.254699999999,1,149525.09399999998,Medium
RB-19705,17,16,9288.0836,1,148609.3376,Medium
LH-17020,42,18,8189.785800000001,1,147416.14440000002,Medium
AJ-10960,49,17,8633.59348,1,146771.08916,Medium
JD-16060,66,19,7683.04096,1,145977.77824,Medium
SW-20350,13,21,6923.24944,1,145388.23823999998,Medium
SS-20515,1,19,7480.62162,1,142131.81078,Medium
RS-19870,20,20,7090.95678,1,141819.1356,Medium
PA-19060,24,21,6723.23276,1,141187.88796,Medium
KM-16225,1,18,7754.5516,1,139581.9288,Medium
JM-15535,15,20,6942.403,1,138848.06,Medium
AS-10135,42,19,7307.2442,1,138837.6398,Medium
FM-14380,146,21,6598.3977,1,138566.3517,Medium
SP-20545,17,20,6801.1987,1,136023.974,Medium
AA-10375,7,23,5884.195,1,135336.485,Medium
DH-13675,22,17,7817.3085,1,132894.2445,Medium
SW-20455,8,22,6038.0162,1,132836.3564,Medium
RB-19645,151,22,5973.5944,1,131419.0768,Medium
AC-10660,3,21,6255.61908,1,131368.00068,Medium
EB-13870,16,19,6850.983700000001,1,130168.69030000002,Medium
JE-15475,36,22,5905.076,1,129911.672,Medium
PB-19105,58,16,8087.781,1,129404.496,Medium
GT-14755,35,23,5601.70652,1,128839.24995999999,Medium
EN-13780,15,20,6333.9164,1,126678.32800000001,Medium
KT-16480,28,20,6240.6521,1,124813.042,Medium
RM-19750,17,19,6475.01086,1,123025.20634,Medium
AR-10540,7,15,7983.9505,1,119759.25749999999,Medium
SM-20905,38,17,6918.4824,1,117614.20079999999,Medium
PK-18910,99,16,7282.58156,1,116521.30496,Medium
SF-20965,49,17,6777.6808,1,115220.5736,Medium
BP-11050,6,21,5403.78676,1,113479.52196,Medium
KN-16705,99,19,5884.778,1,111810.782,Medium
TB-11250,2,15,7270.836,1,109062.54000000001,Medium
KS-16300,36,21,5103.36318,1,107170.62678,Medium
TS-21085,42,19,5395.2094,1,102508.9786,Medium
DB-12970,218,11,9166.2092,2,100828.30119999999,Medium
SS-20875,15,21,4772.1508,1,100215.1668,Medium
RH-19600,7,21,4629.69556,1,97223.60676,Medium
EK-13795,45,17,5597.3462,1,95154.8854,Medium
TT-21265,2,20,4730.638,1,94612.76,Medium
JF-5415,38,11,8227.02,2,90497.22,Medium
DB-13120,6,16,5602.59462,1,89641.51392,Medium
RA-9285,255,14,6226.686,2,87173.60399999999,Medium
AY-10555,15,16,5446.61044,1,87145.76704,Medium
LW-17125,42,16,5369.269,2,85908.304,Medium
DW-3480,56,12,7118.106000000001,2,85417.27200000001,Medium
EC-14050,54,19,4430.2361,1,84174.4859,Medium
IM-15055,16,15,5154.83976,2,77322.5964,Medium
JO-15550,72,19,4002.894,1,76054.98599999999,Medium
RB-9705,150,12,6018.072,2,72216.864,Medium
EG-3900,52,11,6549.951,2,72049.461,Medium
RD-9930,29,11,6523.392,2,71757.312,Medium
RH-9555,27,8,8753.469,2,70027.752,Medium
SV-10815,9,9,7728.912,2,69560.208,Medium
IG-5085,2,12,5766.243,2,69194.916,Medium
JL-5130,198,12,5765.400000000001,2,69184.8,Medium
CG-12040,22,19,3596.268,1,68329.092,Medium
RE-9450,16,12,5678.703,2,68144.436,Medium
BD-1725,101,13,5078.400000000001,2,66019.20000000001,Medium
PO-9195,34,8,8227.356,2,65818.848,Medium
EH-4125,23,13,5012.22,2,65158.86,Medium
SH-9975,65,8,8058.147,2,64465.176,Medium
AS-285,100,13,4938.462,2,64200.00600000001,Medium
MO-17950,7,14,4527.392,2,63383.488,Medium
CC-2370,7,9,6957.225,2,62615.025,Medium
CM-1830,114,13,4777.407,2,62106.291000000005,Medium
DV-3045,34,13,4640.319,2,60324.147000000004,Medium
JS-15940,6,15,3874.766,2,58121.49,Medium
BS-1800,12,9,6364.854,2,57283.686,Medium
DH-3675,21,12,4661.844,2,55942.128,Medium
CP-2085,143,10,5585.7,2,55857.0,Medium
PJ-9015,197,8,6612.66,2,52901.28,Medium
VM-21835,112,20,2621.817,2,52436.34,Medium
BD-1635,325,9,5689.263,3,51203.367,Medium
JH-6180,28,9,5651.895,2,50867.05500000001,Medium
LC-7050,7,7,7193.652,2,50355.564,Medium
SM-10005,105,8,6262.38,2,50099.04,Medium
CC-2220,22,12,4174.182,2,50090.183999999994,Medium
LT-7110,56,6,8234.994,2,49409.96400000001,Medium
NW-8400,118,7,7046.736,2,49327.152,Medium
BP-1230,84,8,6134.988,2,49079.904,Medium
NB-18580,453,10,4875.5984,3,48755.984,Medium
RD-9900,93,10,4837.2210000000005,2,48372.21000000001,Medium
CK-2760,38,12,4015.95,2,48191.399999999994,Medium
MT-8070,324,7,6851.922,3,47963.454,Medium
MH-7455,93,10,4747.371,2,47473.71,Medium
AJ-960,295,10,4629.156,3,46291.56,Medium
GH-4425,22,10,4585.83,2,45858.3,Medium
BH-1710,94,10,4583.286,2,45832.86,Medium
TS-11370,19,10,4573.584,2,45735.84,Medium
LC-6930,72,9,5080.688999999999,2,45726.200999999994,Medium
CR-2625,140,9,5079.897,2,45719.073,Medium
TT-11265,95,9,5049.042,2,45441.378000000004,Medium
BW-1065,23,5,9027.48,2,45137.399999999994,Medium
BP-1050,12,9,4981.542,2,44833.878000000004,Medium
AH-30,469,7,6320.0160000000005,3,44240.112,Medium
TG-11640,31,9,4906.533,2,44158.797000000006,Medium
TB-11520,19,11,3991.521,2,43906.731,Medium
KH-6330,20,13,3371.208,2,43825.704,Medium
JW-5220,101,6,7184.724,2,43108.344,Medium
LA-6780,2,12,3589.44,2,43073.28,Medium
DJ-3510,7,7,5976.6900000000005,2,41836.83,Medium
DP-3105,65,6,6970.715999999999,2,41824.295999999995,Medium
RP-9390,271,7,5935.98,3,41551.86,Medium
NF-8385,2,11,3736.899,2,41105.888999999996,Medium
MY-8295,44,10,4072.167,2,40721.67,Medium
TS-11430,119,7,5812.08,2,40684.56,Medium
EL-3735,27,11,3691.392,2,40605.312,Medium
RW-9540,27,7,5698.434,2,39889.038,Medium
TH-11235,231,10,3901.347,2,39013.47,Medium
MB-7305,23,8,4874.589,2,38996.712,Medium
MG-7680,75,9,4298.478,2,38686.302,Medium
MO-7800,15,9,4294.2660000000005,2,38648.39400000001,Medium
DK-3375,118,10,3846.78,2,38467.8,Medium
PV-8985,145,6,6390.636,2,38343.816000000006,Medium
JS-5940,24,13,2927.34,2,38055.42,Medium
TC-11145,13,10,3799.926,2,37999.26,Medium
JO-5550,13,9,4203.78,2,37834.02,Medium
AB-255,44,8,4679.502,2,37436.016,Medium
DC-2850,35,9,4131.144,2,37180.296,Medium
PB-9210,308,7,5302.197,3,37115.379,Medium
DK-2835,22,11,3373.143,2,37104.573000000004,Medium
GP-4740,152,8,4610.103,2,36880.824,Medium
NM-8445,34,9,4053.72,2,36483.479999999996,Medium
JE-6165,37,8,4555.716,2,36445.728,Medium
HR-4770,188,8,4550.322,2,36402.576,Medium
CH-2070,307,8,4545.618,3,36364.944,Medium
RB-9330,113,8,4538.256,2,36306.048,Medium
RD-9585,36,7,5168.4,2,36178.799999999996,Medium
MM-8280,72,10,3586.695,2,35866.950000000004,Medium
BS-1665,153,7,5101.907999999999,2,35713.356,Medium
CV-2805,258,7,5088.852,3,35621.964,Medium
JP-6135,27,8,4432.650000000001,2,35461.200000000004,Medium
JK-5730,484,6,5862.87,3,35177.22,Medium
DO-3435,37,10,3515.73,2,35157.3,Medium
JK-5625,317,8,4364.763,3,34918.104,Medium
PB-9150,42,10,3478.443,2,34784.43,Medium
MS-7830,5,8,4322.904,2,34583.232,Medium
SL-10155,167,14,2451.78,2,34324.920000000006,Medium
MD-7860,104,5,6853.512,2,34267.56,Medium
AY-555,36,11,3096.42,2,34060.62,Medium
AJ-945,105,7,4860.924,2,34026.468,Medium
AJ-795,37,10,3395.58,2,33955.8,Medium
JP-5460,189,10,3294.018,2,32940.18,Medium
LL-6840,36,9,3649.152,2,32842.368,Medium
LS-6945,7,12,2726.034,2,32712.408000000003,Medium
KB-6315,23,11,2957.715,2,32534.865,Medium
JB-6045,29,10,3235.656,2,32356.559999999998,Medium
BD-1620,118,11,2919.597,2,32115.567000000003,Medium
JH-5910,41,8,4013.994,2,32111.952,Medium
JD-6150,22,6,5329.77,2,31978.620000000003,Medium
MV-8190,8,8,3995.04,2,31960.32,Medium
JD-6060,141,9,3541.44,2,31872.96,Medium
JF-5355,97,9,3475.764,2,31281.876,Medium
SF-10065,230,8,3861.429,2,30891.432,Medium
AJ-780,2,12,2570.994,2,30851.928,Medium
GZ-4470,148,8,3835.626,2,30685.008,Medium
RD-9720,59,8,3833.712,2,30669.696,Medium
RD-9660,28,9,3391.788,2,30526.092,Medium
IM-5055,20,7,4324.95,2,30274.649999999998,Medium
NG-8430,19,8,3749.829,2,29998.632,Medium
DM-3345,146,6,4998.42,2,29990.52,Medium
GR-4560,154,6,4955.529,2,29733.174000000003,Medium
MC-7575,10,8,3619.188,2,28953.504,Medium
EM-4065,53,9,3213.246,2,28919.214,Medium
AH-75,38,8,3608.34,2,28866.72,Medium
JM-5655,123,8,3602.67,2,28821.36,Medium
MZ-7515,79,9,3193.161,2,28738.449,Medium
JC-5385,16,9,3183.0750000000003,2,28647.675000000003,Medium
EH-4185,122,8,3577.77,2,28622.16,Medium
SM-10320,77,7,4045.638,2,28319.466,Medium
Dl-3600,112,10,2809.056,2,28090.56,Medium
JF-5190,150,8,3510.168,2,28081.344,Medium
TB-11400,112,9,3103.323,2,27929.907,Medium
KF-6285,33,9,3100.152,2,27901.368000000002,Medium
RO-9780,5,9,3080.106,2,27720.954,Medium
GT-4755,1,8,3457.578,2,27660.624,Medium
MM-7260,132,5,5510.358,2,27551.79,Medium
ND-8460,9,10,2722.98,2,27229.8,Medium
AB-600,8,5,5408.55,2,27042.75,Medium
MK-8160,41,10,2697.066,2,26970.659999999996,Medium
HG-4845,142,9,2987.898,2,26891.082000000002,Medium
MH-7440,97,8,3357.78,2,26862.24,Medium
RH-9600,174,8,3340.4700000000003,2,26723.760000000002,Medium
SJ-10125,295,9,2961.189,3,26650.700999999997,Medium
ZD-11925,4,9,2951.226,2,26561.034,Medium
AR-510,105,10,2638.638,2,26386.379999999997,Medium
JG-5115,6,9,2907.678,2,26169.102,Medium
ER-3855,54,7,3736.296,2,26154.072,Medium
CC-2475,56,7,3709.881,2,25969.166999999998,Medium
TC-10980,48,8,3239.064,2,25912.512,Medium
LH-7155,128,8,3228.75,2,25830.0,Medium
EM-4095,132,9,2833.56,2,25502.04,Medium
SC-10680,190,4,6344.79,2,25379.16,Medium
BT-1485,98,9,2803.974,2,25235.766000000003,Medium
LM-7065,8,4,6280.47,2,25121.88,Medium
PB-8805,121,9,2787.672,2,25089.048,Medium
CK-2325,1,8,3125.295,2,25002.36,Medium
FH-4365,167,9,2751.348,2,24762.131999999998,Medium
SS-10140,30,7,3491.628,2,24441.396,Medium
EB-3975,36,9,2713.62,2,24422.579999999998,Medium
DB-2910,55,8,3051.18,2,24409.44,Medium
NC-8340,36,9,2707.962,2,24371.658,Medium
EB-4110,21,10,2417.757,2,24177.57,Medium
KN-6705,124,5,4830.858,2,24154.29,Medium
LR-7035,107,9,2677.98,2,24101.82,Medium
TA-11385,9,5,4819.95,2,24099.75,Medium
LW-7125,34,9,2677.341,2,24096.069,Medium
AH-195,279,9,2651.565,3,23864.085,Medium
JL-5835,55,7,3388.275,2,23717.925,Medium
AG-675,174,10,2368.131,2,23681.309999999998,Medium
CA-2265,106,7,3364.638,2,23552.466,Medium
JC-6105,103,6,3914.94,2,23489.64,Medium
SS-10410,27,10,2348.46,2,23484.6,Medium
PT-9090,3,5,4686.03,2,23430.149999999998,Medium
HD-4785,107,7,3325.608,2,23279.256,Medium
CA-1965,128,8,2883.141,2,23065.128,Medium
AB-15,413,5,4607.13,3,23035.65,Medium
ME-7725,12,11,2083.875,2,22922.625,Medium
BF-1080,210,6,3808.17,2,22849.02,Medium
EM-3960,195,8,2855.874,2,22846.992,Medium
EH-3945,112,9,2518.74,2,22668.659999999996,Medium
JF-5565,421,6,3776.7,3,22660.199999999997,Medium
LD-6855,81,8,2822.706,2,22581.648,Medium
RD-9810,54,7,3214.788,2,22503.516,Medium
SC-10305,17,7,3207.18,2,22450.26,Medium
AZ-750,27,10,2231.277,2,22312.77,Medium
AG-270,14,8,2779.806,2,22238.448,Medium
GZ-4545,31,6,3698.388,2,22190.328,Medium
SC-10260,142,7,3166.518,2,22165.626,Medium
DK-3150,58,14,1577.874,2,22090.236,Medium
HM-4980,465,5,4409.298,3,22046.489999999998,Medium
PA-9060,178,6,3670.581,2,22023.486,Medium
AS-630,34,11,2000.01,2,22000.11,Medium
DM-2955,13,9,2437.407,2,21936.663,Medium
EB-3930,8,9,2433.516,2,21901.644,Medium
DE-3255,49,8,2714.49,2,21715.92,Medium
AA-645,52,11,1968.324,2,21651.564000000002,Medium
FO-4305,52,10,2158.446,2,21584.46,Medium
MC-7275,236,5,4301.043,2,21505.214999999997,Medium
GM-4500,105,5,4298.37,2,21491.85,Medium
RP-9855,401,6,3569.139,3,21414.834000000003,Medium
BO-1425,2,8,2671.257,2,21370.056,Medium
CS-2460,203,8,2671.227,2,21369.816,Medium
BT-1440,94,10,2132.565,2,21325.65,Medium
JD-6015,43,8,2652.78,2,21222.24,Medium
MA-7995,17,11,1928.007,2,21208.077,Medium
SF-10200,142,8,2633.3160000000003,2,21066.528000000002,Medium
BF-1020,97,7,3006.996,2,21048.972,Medium
DP-3000,15,10,2093.61,2,20936.100000000002,Medium
BN-1515,28,8,2606.802,2,20854.416,Medium
SV-10785,22,7,2969.43,2,20786.01,Medium
AR-345,142,9,2301.072,2,20709.648,Medium
DH-3075,160,10,2063.682,2,20636.82,Medium
SC-10725,92,7,2944.494,2,20611.458000000002,Medium
LW-6990,15,11,1869.771,2,20567.481,Medium
BM-1650,482,8,2537.106,3,20296.848,Medium
BM-1785,49,9,2244.342,2,20199.078,Medium
DV-3465,14,5,4037.82,2,20189.100000000002,Medium
CP-2340,464,4,5044.65,3,20178.6,Medium
CC-2685,132,5,4019.412,2,20097.059999999998,Medium
AG-525,16,7,2870.676,2,20094.732,Medium
AH-585,76,9,2232.222,2,20089.998000000003,Medium
SU-10665,49,6,3331.134,2,19986.804,Medium
NP-8685,115,4,4994.849999999999,2,19979.399999999998,Medium
LC-6960,192,8,2487.402,2,19899.216,Medium
AS-135,93,5,3978.81,2,19894.05,Medium
CM-2715,118,7,2838.264,2,19867.848,Medium
SW-10455,8,9,2205.252,2,19847.268,Medium
MW-8220,45,8,2476.497,2,19811.976,Medium
BN-1470,23,7,2823.852,2,19766.964,Medium
JF-5295,64,8,2433.942,2,19471.536,Medium
RL-9615,266,8,2420.226,3,19361.808,Medium
JK-5370,145,6,3211.452,2,19268.712,Medium
NG-8355,104,7,2746.47,2,19225.289999999997,Medium
RB-9435,217,6,3179.154,2,19074.924,Medium
PF-9120,84,10,1882.95,2,18829.5,Medium
DD-3570,64,8,2331.414,2,18651.312,Medium
EH-4005,197,7,2629.674,2,18407.718,Medium
RA-9945,21,9,2044.587,2,18401.283,Medium
AR-570,71,9,2044.278,2,18398.502,Medium
DR-2880,5,8,2291.463,2,18331.704,Medium
DR-2940,40,8,2288.4,2,18307.2,Medium
DG-3300,15,6,2982.312,2,17893.872,Medium
PO-8865,353,6,2973.15,3,17838.9,Medium
LC-7140,17,6,2954.43,2,17726.579999999998,Medium
FM-4215,97,6,2935.614,2,17613.684,Medium
MZ-7335,113,5,3494.226,2,17471.13,Medium
JO-5145,6,6,2904.714,2,17428.284,Medium
ES-4080,146,9,1925.544,2,17329.896,Medium
